call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0000835,14.0,810.0,18.0,21.6,196.0,67.08,0.0,59.01,41.35,79.96,188.0,0.0,30.56,1.0
CALL0008641,683.0,4.0,418.0,,13.0,3.68,1.0,64.55,7.9,18.27,108.0,0.0,96.4,0.0
CALL0006529,804.0,1.0,354.0,327.7,7.0,5.84,0.0,15.89,24.72,11.43,30.0,,58.54,0.0
CALL0006173,70.0,9225.0,22.0,,745.0,56.67,71.0,48.06,32.92,24.01,344.0,18.0,10.75,1.0
CALL0009442,916.0,10.0,283.0,,14.0,14.02,1.0,19.42,16.88,6.85,82.0,0.0,75.36,0.0
CALL0004208,18.0,586.0,41.0,23.1,84.0,32.84,84.0,45.58,,54.86,276.0,18.0,4.59,1.0
CALL0005743,1415.0,27.0,577.0,624.7,8.0,13.76,2.0,47.3,13.74,,150.0,2.0,88.25,0.0
CALL0007192,21.0,375.0,31.0,30.9,461.0,88.18,100.0,76.45,,70.78,541.0,22.0,26.25,1.0
CALL0008386,974.0,7.0,612.0,658.5,3.0,6.21,2.0,13.63,40.5,6.22,55.0,0.0,62.89,0.0
CALL0003221,1088.0,8.0,121.0,140.8,8.0,11.82,0.0,20.92,8.08,12.82,87.0,0.0,73.01,0.0
CALL0005300,647.0,15.0,305.0,261.6,12.0,7.33,,5.67,32.29,17.65,33.0,0.0,85.95,0.0
CALL0001574,31.0,381.0,25.0,13.4,321.0,61.74,71.0,,91.95,97.43,490.0,29.0,28.49,1.0
CALL0008433,509.0,795.0,,708.5,75.0,6.97,0.0,19.09,13.31,17.57,205.0,1.0,83.31,0.0
CALL0003561,1243.0,11.0,4080.0,177.0,9.0,5.84,1.0,11.09,2.86,38.39,66.0,0.0,62.23,0.0
CALL0003692,505.0,7.0,445.0,407.4,100.0,11.46,2.0,10.2,26.38,2.48,93.0,1.0,70.65,0.0
CALL0007889,737.0,,231.0,139.2,9.0,17.23,3.0,25.15,22.21,26.29,79.0,0.0,61.74,0.0
CALL0004991,1530.0,3.0,213.0,128.6,11.0,11.22,2.0,19.02,26.88,9.82,107.0,0.0,93.81,
CALL0007725,9.0,6.0,245.0,108.9,2.0,76.92,84.0,47.46,77.37,80.71,11.0,1.0,44.02,1.0
CALL0006106,582.0,105.0,367.0,,14.0,8.49,1.0,9.73,26.64,,100.0,0.0,71.64,0.0
CALL0009177,161.0,811.0,51.0,68.5,73.0,61.07,86.0,61.34,54.51,63.78,205.0,0.0,55.47,1.0
CALL0001478,847.0,402.0,15.0,25.4,78.0,41.85,2.0,44.66,72.57,,,12.0,,1.0
CALL0006747,271.0,27.0,466.0,347.5,4.0,6.49,0.0,16.91,29.31,16.54,101.0,0.0,39.01,0.0
CALL0007177,7.0,1.0,287.0,229.9,5.0,,82.0,40.57,58.93,68.8,73.0,1.0,30.77,1.0
CALL0004428,583.0,5.0,265.0,266.2,11.0,6.24,1.0,42.19,33.7,13.87,156.0,0.0,83.4,0.0
CALL0001568,1328.0,2.0,255.0,93.9,11.0,5.33,1.0,17.28,48.84,22.74,27.0,0.0,86.56,0.0
CALL0008687,768.0,4.0,321.0,494.3,11.0,3.67,1.0,,16.36,14.02,64.0,2.0,96.46,0.0
CALL0006371,534.0,2.0,355.0,,9.0,27.27,3.0,29.65,15.46,22.36,35.0,0.0,88.1,0.0
CALL0005037,1647.0,,428.0,467.8,,1.26,2.0,22.66,42.86,16.12,126.0,0.0,69.08,0.0
CALL0005721,685.0,15.0,153.0,200.5,4.0,,0.0,33.84,24.79,4.73,84.0,0.0,62.69,0.0
CALL0006535,305.0,9.0,583.0,721.1,9.0,5.62,3.0,48.78,13.0,7.07,83.0,0.0,90.22,0.0
CALL0006635,357.0,7.0,155.0,122.2,4.0,8.11,2.0,29.15,16.06,,89.0,0.0,96.04,0.0
CALL0006332,1065.0,638.0,187.0,239.2,78.0,12.3,0.0,21.0,13.02,11.25,222.0,0.0,75.81,0.0
CALL0008745,1922.0,3.0,387.0,271.5,8.0,15.11,6.0,10.02,29.27,16.42,,0.0,95.28,0.0
CALL0009139,19.0,1158.0,24.0,26.6,74.0,,71.0,,22.04,75.6,403.0,24.0,,1.0
CALL0003026,12.0,1193.0,304.0,147.5,144.0,74.5,70.0,64.73,74.54,85.76,283.0,24.0,23.92,1.0
CALL0005144,13.0,1171.0,26.0,29.2,233.0,44.64,76.0,72.67,49.4,91.25,412.0,31.0,16.8,0.0
CALL0008444,92.0,632.0,33.0,,155.0,41.01,76.0,51.89,67.14,78.3,372.0,17.0,35.92,1.0
CALL0007651,26.0,568.0,25.0,18.5,214.0,67.67,1.0,82.82,77.87,84.63,189.0,24.0,26.63,1.0
CALL0006729,66.0,1060.0,81.0,99.5,260.0,30.14,81.0,63.46,54.5,56.52,278.0,3.0,15.44,1.0
CALL0001471,718.0,196.0,269.0,187.9,76.0,7.97,3.0,33.19,15.78,15.44,125.0,0.0,64.67,0.0
CALL0007544,701.0,318.0,706.0,523.0,60.0,5.86,2.0,,6.41,7.67,162.0,1.0,76.93,
CALL0006457,355.0,9.0,453.0,511.2,9.0,9.88,2.0,56.51,12.64,23.23,159.0,0.0,90.69,0.0
CALL0008442,1957.0,5.0,89.0,82.8,15.0,12.06,0.0,52.15,,17.47,91.0,0.0,90.53,0.0
CALL0003084,3145.0,6.0,97.0,67.6,120.0,5.01,3.0,25.71,16.95,15.24,131.0,0.0,95.4,0.0
CALL0000393,555.0,,279.0,443.3,5.0,8.78,2.0,44.54,7.24,31.31,78.0,0.0,74.52,0.0
CALL0007304,41.0,8.0,13.0,18.6,6.0,80.68,86.0,31.79,75.38,88.02,61.0,17.0,29.8,1.0
CALL0005409,622.0,8.0,227.0,273.4,7.0,3.17,0.0,9.83,11.09,35.35,110.0,1.0,86.57,0.0
CALL0004714,,385.0,30.0,9.7,223.0,55.57,71.0,75.32,52.13,97.82,491.0,17.0,,1.0
CALL0002929,474.0,38.0,601.0,366.7,7.0,15.02,2.0,,26.77,6.15,121.0,1.0,92.61,0.0
CALL0002021,1372.0,45.0,261.0,184.4,,10.29,2.0,33.9,,23.19,29.0,0.0,73.16,0.0
CALL0004761,666.0,1.0,236.0,,6.0,7.7,0.0,19.78,24.92,31.2,26.0,0.0,89.04,0.0
CALL0008523,168.0,1133.0,30.0,15.1,104.0,85.05,65.0,45.26,73.85,51.82,236.0,1.0,68.66,1.0
CALL0002688,37.0,,14.0,17.7,34.0,88.27,92.0,32.0,65.02,69.68,6220.0,24.0,29.15,1.0
CALL0009873,299.0,7.0,530.0,277.7,9.0,9.95,2.0,23.19,21.81,2.19,104.0,0.0,87.88,0.0
CALL0007405,1614.0,7.0,71.0,73.9,6.0,20.51,0.0,22.34,38.72,31.72,76.0,0.0,72.42,0.0
CALL0005091,1670.0,8.0,454.0,,6.0,,1.0,,2.98,24.26,98.0,0.0,95.78,0.0
CALL0008594,701.0,6.0,150.0,190.1,11.0,,0.0,19.62,14.59,23.07,68.0,0.0,73.77,0.0
CALL0003464,32.0,20.0,36.0,45.1,4.0,48.07,82.0,37.38,50.35,71.01,82.0,1.0,70.54,1.0
CALL0009086,1192.0,14.0,170.0,181.1,7.0,13.83,2.0,24.33,39.15,,60.0,0.0,75.39,
CALL0005897,654.0,3.0,51.0,60.7,6.0,2.58,3.0,11.45,25.83,16.33,151.0,0.0,60.79,0.0
CALL0006057,,6.0,170.0,123.0,8.0,7.6,2.0,3.53,27.41,19.37,43.0,0.0,65.51,0.0
CALL0009829,1572.0,4.0,92.0,66.8,10.0,20.21,0.0,11.3,20.67,16.18,89.0,0.0,70.61,0.0
CALL0008005,14.0,571.0,4.0,1.6,159.0,63.41,82.0,53.95,64.88,72.49,486.0,27.0,19.55,1.0
CALL0002488,1096.0,19.0,336.0,224.8,11.0,8.79,0.0,27.73,27.93,24.3,145.0,0.0,84.42,0.0
CALL0004805,386.0,7.0,488.0,525.4,11.0,3.05,0.0,51.76,21.04,13.01,94.0,0.0,74.52,0.0
CALL0006986,169.0,1481.0,7.0,16.4,113.0,60.06,82.0,87.07,78.97,1789.0,861.0,20.0,43.39,1.0
CALL0005125,448.0,8.0,122.0,127.9,9.0,2.41,4.0,54.02,34.2,11.45,99.0,7.0,85.98,0.0
CALL0008429,218.0,3.0,69.0,64.9,5.0,3.11,0.0,7.71,4.54,5.3,3760.0,0.0,89.51,0.0
CALL0006774,19.0,1317.0,39.0,27.7,119.0,74.41,72.0,47.22,71.46,,97.0,0.0,7.4,1.0
CALL0004928,2287.0,3.0,299.0,338.3,5.0,5.12,2.0,16.88,4.93,30.21,35.0,0.0,80.9,0.0
CALL0007362,18.0,534.0,13.0,17.0,230.0,84.7,94.0,63.22,54.75,93.55,271.0,1.0,18.42,1.0
CALL0005104,,4.0,192.0,158.9,5.0,12.24,3.0,17.59,18.09,33.0,66.0,1.0,44.99,0.0
CALL0006337,301.0,2.0,348.0,499.3,14.0,,4.0,22.25,12.95,36.66,73.0,0.0,85.04,
CALL0000686,2353.0,4.0,351.0,258.0,9.0,15.53,0.0,15.76,,23.93,,0.0,,
CALL0003622,637.0,42.0,498.0,544.3,0.0,4.48,0.0,37.51,26.2,5.16,83.0,0.0,86.87,0.0
CALL0006392,774.0,,153.0,196.6,5.0,8.37,1.0,33.32,23.95,3.71,57.0,0.0,68.48,0.0
CALL0004914,1378.0,492.0,351.0,420.6,75.0,5.31,3.0,6.13,11.62,14.78,328.0,1.0,68.75,0.0
call0004283,539.0,19.0,428.0,223.6,4.0,6.45,0.0,50.34,7.51,24.14,59.0,0.0,73.79,0.0
call0008961,623.0,786.0,92.0,,64.0,10.0,0.0,27.16,58.63,10.93,253.0,0.0,74.72,0.0
CALL0000708,22.0,1141.0,2.0,14.8,49.0,79.71,89.0,54.96,76.93,68.34,237.0,27.0,45.62,1.0
CALL0004547,1103.0,4.0,,360.1,9.0,11.8,3.0,,8.51,23.68,,0.0,91.41,0.0
CALL0006193,56.0,746.0,35.0,35.5,98.0,47.88,86.0,34.22,71.35,57.41,154.0,22.0,73.06,1.0
CALL0009758,1314.0,1377.0,36.0,45.6,137.0,56.76,83.0,61.89,,71.6,203.0,1.0,12.13,1.0
CALL0002398,82.0,135.0,24.0,15.5,182.0,47.42,64.0,61.85,76.02,66.73,550.0,22.0,20.9,1.0
CALL0005321,20.0,672.0,17.0,14.1,164.0,56.25,4.0,49.57,82.81,89.64,417.0,21.0,56.47,1.0
CALL0002045,844.0,8.0,293.0,352.1,6.0,18.63,0.0,33.78,11.24,13.24,86.0,0.0,88.87,0.0
CALL0005454,3650.0,22.0,168.0,178.7,3.0,,1.0,31.1,7.28,5.09,30.0,0.0,83.58,0.0
CALL0009010,1265.0,11.0,225.0,226.6,6.0,29.26,0.0,23.05,13.55,32.03,34.0,0.0,68.08,0.0
CALL0004048,767.0,14.0,147.0,201.1,11.0,20.58,0.0,59.87,22.56,16.26,81.0,0.0,82.51,0.0
CALL0002682,2774.0,3.0,467.0,496.0,5.0,6.75,1.0,22.77,12.27,12.63,95.0,0.0,49.67,0.0
CALL0007230,2116.0,14.0,755.0,667.4,11.0,18.12,2.0,44.56,,2.32,53.0,1.0,83.14,0.0
CALL0000435,28.0,599.0,13.0,8.6,212.0,,70.0,84.78,26.53,61.52,158.0,24.0,45.79,1.0
Call-0009851,765.0,4.0,149.0,127.8,8.0,9.05,1.0,19.22,45.85,22.38,73.0,0.0,79.3,0.0
CALL0004293,40.0,1072.0,281.0,,74.0,42.28,72.0,79.5,80.39,73.63,133.0,15.0,42.13,1.0
CALL0009672,27.0,1123.0,17.0,12.1,1660.0,57.03,0.0,27.86,,57.22,245.0,18.0,45.48,1.0
CALL0001942,764.0,26.0,260.0,248.5,5.0,20.05,1.0,32.06,23.65,26.1,130.0,0.0,89.17,0.0
CALL0004782,693.0,7.0,358.0,298.2,14.0,3.59,2.0,28.45,10.93,10.41,132.0,0.0,89.73,0.0
CALL0007957,1326.0,1265.0,17.0,6.3,133.0,76.72,75.0,82.59,44.76,64.47,517.0,,18.18,1.0
CALL0005845,28.0,689.0,22.0,13.4,158.0,71.48,2.0,43.52,47.44,64.34,359.0,1.0,27.23,1.0
CALL0008085,30.0,11.0,,,11.0,85.77,81.0,42.05,93.97,31.34,29.0,1.0,6.53,1.0
CALL0000518,3210.0,2.0,194.0,169.4,4.0,20.53,0.0,21.9,27.87,10.01,37.0,0.0,79.03,0.0
CALL0008621,680.0,6.0,502.0,411.7,11.0,6.15,1.0,36.11,18.9,8.91,128.0,0.0,91.29,
CALL0002600,1088.0,8.0,11.0,7.8,3.0,76.68,,55.42,91.25,72.68,54.0,,38.58,1.0
CALL0007866,24.0,1299.0,9.0,8.1,101.0,,78.0,68.14,65.45,58.57,244.0,25.0,7.09,1.0
CALL0006310,1055.0,29.0,283.0,286.2,9.0,0.97,0.0,48.83,38.12,36.11,130.0,0.0,77.27,0.0
CALL0008534,42.0,,13.0,13.9,180.0,68.53,90.0,50.7,56.92,70.52,261.0,28.0,26.93,1.0
CALL0000937,381.0,3.0,241.0,186.1,8.0,1.55,1.0,34.56,,27.43,62.0,1.0,80.77,0.0
CALL0002274,1498.0,1244.0,24.0,26.3,98.0,82.5,83.0,85.15,58.48,94.39,179.0,13.0,11.26,1.0
CALL0000633,686.0,12.0,268.0,,140.0,12.99,1.0,35.19,9.69,16.6,145.0,0.0,74.64,0.0
CALL0007236,690.0,24.0,352.0,295.3,,10.74,,21.74,23.15,3.55,135.0,1.0,83.85,0.0
CALL0008674,570.0,15.0,302.0,299.3,7.0,18.45,1.0,32.42,,24.15,118.0,0.0,72.22,
CALL0000727,466.0,741.0,20.0,,157.0,66.67,2.0,58.25,35.03,69.76,399.0,19.0,55.03,1.0
CALL0009724,69.0,778.0,39.0,31.5,169.0,55.67,61.0,54.89,49.17,81.0,255.0,,9.64,1.0
CALL0008812,27.0,508.0,25.0,19.2,169.0,81.09,2.0,49.03,61.57,65.16,266.0,23.0,12.01,1.0
CALL0003282,1197.0,24.0,235.0,217.2,5.0,10.1,3.0,24.95,16.18,24.57,68.0,1.0,87.72,0.0
CALL0009756,433.0,828.0,41.0,18.8,61.0,80.98,85.0,71.27,57.19,58.83,680.0,0.0,60.59,1.0
CALL0007066,952.0,6.0,330.0,513.9,7.0,2.23,4.0,15.79,30.26,34.34,59.0,1.0,,0.0
CALL0002832,800.0,34.0,722.0,810.8,7.0,3.69,0.0,42.44,26.68,17.33,46.0,0.0,,0.0
CALL0008482,44.0,841.0,369.0,243.8,179.0,77.69,6.0,69.82,51.24,71.24,688.0,1.0,36.11,1.0
CALL0009664,799.0,11.0,507.0,431.0,11.0,10.42,4.0,43.56,14.81,6.87,33.0,0.0,81.98,0.0
CALL0007604,366.0,24.0,721.0,229.7,4.0,14.68,2.0,15.24,28.78,23.51,113.0,0.0,77.01,0.0
CALL0003157,,639.0,64.0,66.2,57.0,64.66,70.0,53.22,74.79,85.06,496.0,18.0,,1.0
CALL0001336,3185.0,16.0,184.0,173.2,10.0,5.94,2.0,29.67,31.28,10.78,1900.0,0.0,83.14,0.0
CALL0000886,791.0,14.0,235.0,230.6,6.0,3.46,1.0,19.25,30.1,6.07,40.0,1.0,72.88,
CALL0005592,,7.0,82.0,70.0,12.0,7.73,0.0,21.98,16.51,29.76,58.0,1.0,92.66,0.0
CALL0009014,115.0,475.0,174.0,165.5,6.0,2.0,1.0,5.21,28.07,5.32,88.0,1.0,54.11,0.0
CALL0006759,439.0,391.0,146.0,99.5,80.0,20.67,3.0,13.44,11.94,34.62,276.0,0.0,81.25,0.0
CALL0006941,27.0,120.0,10.0,1.0,63.0,79.18,1.0,33.27,31.5,89.93,319.0,25.0,42.11,1.0
CALL0003131,352.0,4.0,557.0,747.0,7.0,7.88,0.0,10.32,64.93,8.3,70.0,0.0,89.42,0.0
CALL0000875,,11.0,445.0,,6.0,19.31,2.0,20.17,37.23,6.69,79.0,1.0,71.78,0.0
CALL0007652,2290.0,4.0,125.0,173.1,9.0,4.52,1.0,33.35,29.87,15.57,128.0,4.0,92.83,0.0
CALL0001227,15.0,239.0,73.0,78.7,147.0,60.21,1.0,36.2,43.89,82.31,271.0,1.0,56.06,1.0
CALL0001112,2159.0,22.0,340.0,348.4,6.0,10.13,0.0,23.49,23.38,5.62,53.0,0.0,72.31,0.0
CALL0007059,,172.0,337.0,278.0,67.0,65.86,2.0,45.43,11.1,45.19,547.0,22.0,24.85,1.0
CALL0007863,372.0,695.0,272.0,,83.0,57.16,79.0,63.67,62.87,85.83,272.0,21.0,15.92,1.0
CALL0009310,69.0,1403.0,27.0,15.8,207.0,82.82,96.0,41.83,42.42,59.59,194.0,18.0,22.37,
CALL0001202,,20.0,226.0,211.1,3.0,5.96,1.0,22.47,24.46,15.14,12.0,1.0,90.77,0.0
CALL0006303,600.0,2.0,10.0,9.4,5.0,10.55,4.0,5.12,17.87,22.88,177.0,0.0,63.51,0.0
CALL0005455,1758.0,4.0,333.0,434.5,10.0,4.16,4.0,23.88,7.26,3.45,43.0,0.0,87.84,0.0
CALL0006258,250.0,8.0,470.0,464.5,8.0,13.62,,14.49,7.91,9.18,20.0,,43.3,0.0
CALL0003713,2727.0,8.0,339.0,400.0,8.0,10.2,0.0,30.04,8.89,2.72,86.0,0.0,66.33,0.0
CALL0003741,496.0,5.0,331.0,428.9,6.0,,2.0,,11.45,3.56,142.0,0.0,89.13,0.0
CALL0009529,17.0,616.0,9.0,1.0,212.0,65.02,1.0,55.11,47.34,54.21,229.0,26.0,28.76,1.0
CALL0005400,1432.0,6.0,589.0,704.5,9.0,11.4,0.0,27.86,20.36,10.26,57.0,1.0,79.65,0.0
CALL0000781,751.0,1244.0,,123.9,126.0,57.25,81.0,76.3,57.13,75.35,253.0,21.0,21.94,1.0
CALL0000374,697.0,11.0,483.0,336.7,5.0,2.84,0.0,8.82,19.14,11.91,73.0,0.0,92.58,
CALL0002878,943.0,10.0,168.0,,,5.75,0.0,5.82,19.5,18.26,51.0,,71.81,0.0
CALL0005141,1673.0,7.0,210.0,70.8,13.0,15.78,1.0,18.2,45.34,11.33,141.0,0.0,82.93,0.0
CALL0008639,31.0,1095.0,183.0,192.4,170.0,76.41,77.0,74.99,54.44,87.42,618.0,20.0,58.34,1.0
CALL0006522,3650.0,22.0,175.0,168.8,8.0,,2.0,25.52,33.21,10.57,64.0,0.0,95.56,0.0
call0001763,530.0,3.0,212.0,263.8,8.0,15.27,0.0,,4.27,15.14,75.0,0.0,86.81,0.0
CALL0006204,957.0,4.0,228.0,358.1,11.0,7.61,3.0,21.47,11.18,19.63,106.0,3.0,79.92,0.0
CALL0001235,253.0,14.0,158.0,159.6,10.0,12.0,2.0,35.62,12.74,6.77,146.0,0.0,56.82,0.0
CALL0006462,1361.0,4.0,263.0,42.8,9.0,7.48,4.0,32.04,11.83,16.35,65.0,1.0,68.07,0.0
CALL0007753,63.0,283.0,10.0,4.3,228.0,64.2,68.0,41.27,32.03,87.6,336.0,27.0,39.28,1.0
CALL0008155,3650.0,8.0,249.0,210.7,11.0,9.83,2.0,9.9,15.78,29.31,20.0,0.0,75.96,
CALL0009417,81.0,16.0,225.0,246.6,8.0,10.69,0.0,16.75,19.44,10.09,59.0,0.0,80.66,0.0
CALL0008948,1279.0,267.0,10.0,17.9,39.0,63.49,73.0,53.43,,76.5,778.0,36.0,30.49,1.0
CALL0009606,331.0,10.0,,246.8,9.0,13.4,2.0,59.04,33.55,10.98,110.0,,85.64,0.0
CALL0009932,775.0,2.0,147.0,174.2,8.0,2.14,1.0,25.39,15.6,13.41,164.0,1.0,65.3,0.0
CALL0002048,1299.0,1128.0,379.0,387.9,241.0,50.56,71.0,51.38,36.12,96.88,271.0,23.0,39.67,1.0
CALL0005203,61.0,1078.0,3625.0,100.4,41.0,72.55,79.0,41.88,24.18,47.87,586.0,11.0,46.13,1.0
CALL0005693,975.0,2.0,144.0,93.1,9.0,12.76,1.0,12.11,43.73,41.68,133.0,0.0,,0.0
CALL0006525,224.0,5.0,571.0,586.9,7.0,2.59,2.0,,16.47,9.06,106.0,0.0,76.31,0.0
CALL0009152,43.0,802.0,50.0,43.1,153.0,62.88,0.0,,46.34,82.27,737.0,21.0,15.31,1.0
CALL0002367,731.0,10.0,,216.5,3.0,7.19,3.0,,33.35,17.69,37.0,0.0,92.42,0.0
CALL0002871,394.0,5.0,543.0,579.2,5.0,14.05,0.0,12.56,23.17,8.45,80.0,0.0,72.42,0.0
CALL0006868,87.0,1237.0,13.0,8.2,,,76.0,61.75,56.12,39.34,533.0,15.0,43.49,1.0
CALL0008836,1565.0,17.0,333.0,369.7,5.0,8.43,3.0,36.93,33.13,8.01,7.0,2.0,75.66,0.0
CALL0002531,340.0,19.0,,373.8,6.0,11.57,1.0,31.53,5.74,22.02,185.0,1.0,92.58,0.0
CALL0001874,1796.0,4.0,300.0,318.0,11.0,7.74,2.0,21.57,5.6,23.18,104.0,0.0,91.7,0.0
CALL0001075,1905.0,29.0,215.0,96.4,11.0,8.15,1.0,36.08,34.57,32.27,61.0,2.0,75.57,0.0
CALL0003853,1994.0,7.0,215.0,,8.0,8.91,1.0,10.89,35.59,26.49,41.0,0.0,93.74,0.0
CALL0003392,526.0,14.0,216.0,204.8,8.0,8.66,2.0,8.4,11.58,15.87,45.0,1.0,93.63,0.0
CALL0007229,914.0,5.0,29.0,43.8,6.0,22.84,1.0,48.13,13.69,28.81,195.0,0.0,82.4,0.0
CALL0009389,41.0,,50.0,15.6,184.0,51.54,69.0,61.88,64.27,92.31,,23.0,8.84,1.0
CALL0000988,254.0,23.0,463.0,552.9,7.0,9.36,4.0,37.58,19.88,28.3,89.0,0.0,73.02,
CALL0002647,43.0,1253.0,21.0,14.7,130.0,35.5,2.0,87.65,67.27,78.31,317.0,25.0,16.76,1.0
CALL0001008,1009.0,8.0,208.0,198.5,3.0,12.4,3.0,14.75,35.06,36.88,120.0,0.0,57.77,0.0
CALL0001148,1203.0,758.0,226.0,351.4,71.0,50.5,81.0,60.61,,82.9,364.0,20.0,25.59,1.0
CALL0008413,391.0,20.0,263.0,224.1,9.0,15.57,2.0,6.06,43.76,19.35,213.0,15.0,43.22,0.0
CALL0006208,1224.0,,192.0,134.9,10.0,8.94,1.0,21.28,0.41,31.21,58.0,0.0,76.24,0.0
CALL0007444,1114.0,10.0,540.0,494.7,8.0,10.08,0.0,15.46,,6.74,81.0,0.0,59.06,0.0
CALL0002093,267.0,720.0,17.0,13.2,95.0,58.69,72.0,35.04,49.3,98.23,230.0,21.0,22.37,1.0
CALL0000533,5.0,,22.0,,116.0,52.84,79.0,58.7,44.36,86.73,282.0,19.0,8.69,1.0
CALL0004785,519.0,15.0,451.0,554.7,,11.9,1.0,32.08,9.58,2.56,91.0,0.0,77.6,0.0
CALL0009781,1310.0,4.0,211.0,210.6,8.0,8.38,3.0,36.43,5.0,24.31,7.0,0.0,71.26,0.0
CALL0006768,227.0,6.0,230.0,151.3,4.0,9.09,1.0,19.91,18.19,34.71,113.0,0.0,88.52,0.0
CALL0002317,1897.0,12.0,150.0,167.3,7.0,15.55,1.0,21.68,36.87,19.99,97.0,0.0,82.89,0.0
CALL0001125,358.0,4.0,9.0,1.0,9.0,12.73,0.0,22.72,9.07,6.39,51.0,0.0,79.6,0.0
CALL0006435,676.0,597.0,321.0,402.7,77.0,14.38,2.0,38.97,11.32,4.89,298.0,,89.46,0.0
CALL0002266,2307.0,6.0,74.0,108.0,5.0,5.57,2.0,18.33,32.59,15.47,3000.0,0.0,81.05,
CALL0000262,1718.0,26.0,358.0,430.1,,4.05,3.0,59.88,12.58,50.8,85.0,0.0,,0.0
CALL0000372,1170.0,7.0,259.0,214.0,6.0,2.97,1.0,16.2,16.33,14.36,57.0,1.0,89.66,0.0
CALL0006932,256.0,398.0,77.0,72.8,97.0,44.27,89.0,66.51,44.5,79.41,230.0,27.0,33.09,1.0
CALL0000268,752.0,2.0,240.0,238.7,7.0,5.08,2.0,58.65,7.0,21.33,69.0,0.0,61.78,0.0
CALL0003954,201.0,22.0,320.0,211.9,11.0,19.99,1.0,25.02,,20.34,86.0,1.0,86.57,0.0
CALL0009265,3650.0,200.0,276.0,256.6,7.0,8.32,2.0,17.24,28.03,18.97,233.0,0.0,67.05,0.0
CALL0007995,577.0,8.0,,352.0,5.0,2.49,1.0,,15.32,26.99,14.0,1.0,80.82,0.0
CALL0009505,5.0,1042.0,14.0,14.9,173.0,61.35,78.0,,34.66,53.83,247.0,23.0,41.88,1.0
CALL0008004,852.0,21420.0,201.0,158.1,105.0,76.49,83.0,69.23,33.79,72.8,968.0,28.0,54.1,1.0
CALL0000995,65.0,1463.0,327.0,389.9,103.0,59.41,76.0,43.11,70.17,48.23,433.0,21.0,77.45,1.0
CALL0008069,4.0,1202.0,4.0,1.0,120.0,37.32,83.0,81.04,73.26,1518.25,338.0,1.0,52.95,1.0
CALL0001683,1357.0,2.0,211.0,205.7,6.0,9.26,3.0,29.33,16.97,9.09,113.0,0.0,86.21,0.0
CALL0002825,1295.0,1393.0,240.0,,321.0,64.93,1.0,86.72,46.49,86.82,306.0,18.0,56.77,1.0
CALL0003888,,6.0,74.0,56.6,6.0,17.19,2.0,10.42,15.52,36.14,88.0,0.0,84.22,0.0
CALL0001600,978.0,9.0,775.0,141.8,10.0,10.85,2.0,32.33,2.7,23.29,82.0,0.0,62.65,0.0
CALL0008500,25.0,6.0,60.0,76.0,5.0,52.73,74.0,54.99,27.53,56.09,15.0,23.0,20.81,1.0
CALL0000749,320.0,514.0,88.0,89.7,78.0,2.51,1.0,10.56,25.64,35.91,105.0,0.0,81.43,0.0
CALL0001833,491.0,644.0,23.0,10.5,138.0,42.6,80.0,54.24,33.92,,349.0,25.0,25.85,1.0
CALL0009687,466.0,6.0,350.0,149.6,10.0,5.26,2.0,18.12,32.33,18.77,42.0,,73.27,0.0
CALL0006245,601.0,,173.0,188.5,8.0,2.08,4.0,29.95,16.72,9.04,65.0,0.0,73.35,0.0
CALL0009358,1004.0,1247.0,334.0,223.8,53.0,55.46,82.0,78.8,79.75,39.13,671.0,22.0,36.34,1.0
CALL0002439,684.0,9.0,197.0,219.3,7.0,11.99,3.0,33.16,19.36,14.06,64.0,0.0,89.48,0.0
CALL0002676,895.0,539.0,220.0,249.8,56.0,5.53,1.0,33.22,12.13,7.63,152.0,0.0,73.6,
CALL0000688,1224.0,3.0,11400.0,515.4,16.0,6.94,4.0,25.72,,27.07,140.0,0.0,68.86,0.0
CALL0000184,502.0,5.0,123.0,101.1,7.0,8.27,0.0,51.94,18.46,28.63,151.0,0.0,83.65,0.0
CALL0001680,363.0,13.0,274.0,277.1,4.0,14.03,0.0,59.67,12.87,13.6,111.0,0.0,84.86,0.0
CALL0002308,2476.0,7.0,180.0,162.4,6.0,12.92,3.0,12.01,40.33,7.93,38.0,1.0,81.12,0.0
CALL0009754,111.0,1215.0,277.0,263.5,89.0,58.64,68.0,82.14,40.44,80.43,385.0,29.0,8.77,1.0
CALL0002371,479.0,14.0,467.0,463.5,8.0,14.25,0.0,47.74,3.44,5.44,54.0,1.0,90.2,0.0
CALL0001887,13.0,1314.0,9.0,1.0,179.0,48.96,90.0,54.31,54.79,32.33,291.0,24.0,30.16,1.0
CALL0006428,3075.0,9.0,335.0,393.8,8.0,5.36,0.0,23.83,8.46,32.63,95.0,0.0,88.05,0.0
CALL0008151,467.0,16.0,357.0,335.4,,7.39,5.0,53.8,14.74,38.61,114.0,0.0,88.46,0.0
CALL0003189,181.0,21.0,88.0,84.7,10.0,7.55,1.0,50.99,3.61,5.73,18.0,0.0,90.83,0.0
